doi,cleaned_feature
10.1109/REDEC.2016.7577562,optimization design parameter net zero energy home rd international conference renewable energy developing country redec institute electrical electronics engineer ieee
10.1109/APS.2016.7696583,super directive parasitic element antenna spatial filtering application ieee international symposium antenna propagation apsursi institute electrical electronics engineer ieee
10.1214/15-AOS1418,family wise separation rate multiple testing annals statistic institute mathematical statistic
10.1109/APS.2016.7696581,environmental sensitivity miniature antenna iot device ieee international symposium antenna propagation apsursi institute electrical electronics engineer ieee
10.3847/2041-8205/832/2/L21,upper limit rate binary neutron star neutron star black hole merger advanced ligo first observing run astrophysical american astronomical society
10.1109/APS.2016.7696113,d flexible antenna realization process using liquid metal additive technology ieee international symposium antenna propagation apsursi institute electrical electronics engineer ieee
10.1103/PhysRevE.94.053116,irreversibility two dimensional enstrophy cascade physical e american physical society aps
10.1109/APS.2016.7696027,tlm computation temperature distribution human head exposed electromagnetic wave ieee international symposium antenna propagation apsursi institute electrical electronics engineer ieee
10.1109/TWC.2016.2600664,inter session network coding based policy delay tolerant mobile social network ieee transaction wireless communication institute electrical electronics engineer ieee
10.1109/DSD.2016.86,using systemc cyber model fmi co simulation environment result proposed fmi enhancement euromicro conference digital system design dsd institute electrical electronics engineer ieee
10.1214/16-AOS1440,sub gaussian mean estimator annals statistic institute mathematical statistic
10.1165/rcmb.2015-0150OC,identification epithelial phospholipase a receptor potential target asthma american respiratory cell molecular biology american thoracic society
10.13164/re.2016.0419,antenna solution g smartphones laser direct structuring technology radioengineering brno university technology
10.1016/j.proeng.2016.07.469,drainage system detailed urban topography towards operational d d modelling stormwater management procedia engineering elsevier bv
10.1109/APS.2016.7696327,differential pattern reconfigurable antenna prototype efficient wireless sensor network ieee international symposium antenna propagation apsursi institute electrical electronics engineer ieee
10.1371/journal.pone.0166276,identification geochemical characterisation significance bitumen among grave good th century mound ship burial sutton hoo suffolk uk plo one public library science plo
10.1103/PhysRevD.94.102001,first targeted search gravitational wave burst core collapse supernova data first generation laser interferometer detector physical american physical society aps
10.1161/JAHA.115.003078,reduction kv current enhances temporal dispersion action potential diabetic myocytes insight novel repolarization algorithm american heart association ovid technology wolters kluwer health
10.1109/APS.2016.7696138,quantitative millimeter wave imaging w band ieee international symposium antenna propagation apsursi institute electrical electronics engineer ieee
10.1103/PhysRevD.94.102002,result deepest sky survey continuous gravitational wave ligo s data running einstein home volunteer distributed computing project physical american physical society aps
10.1103/PhysRevE.94.050602,mesoscale pattern formation self propelled rod velocity reversal physical e american physical society aps
10.1109/DSD.2016.74,efficiency modeling analysis bit arm cluster hpc euromicro conference digital system design dsd institute electrical electronics engineer ieee
10.1051/0004-6361/201628760,critical study distribution rotational velocity star astronomy astrophysics edp science
10.1109/TMTT.2016.2635651,stability dispersion analysis tlm unified approach dispersive anisotropic medium ieee transaction microwave theory technique institute electrical electronics engineer ieee
10.1109/ASAP.2016.7760801,esl framework low power architecture design space exploration ieee th international conference application specific system architecture processor asap institute electrical electronics engineer ieee
10.1109/ICIP.2016.7532528,h exashrink multiresolution compression large structured hexahedral mesh discontinuity geosciences ieee international conference image processing icip institute electrical electronics engineer ieee
10.1109/ICIP.2016.7532733,softcast per carrier power constrained channel ieee international conference image processing icip institute electrical electronics engineer ieee
10.1103/PhysRevE.93.063104,grid superfluid turbulence intermittency low temperature physical e american physical society aps
10.1134/S1560354716060101,nekhoroshev theorem observation long term diffusion hamiltonian system regular chaotic dynamic pleiades publishing ltd
10.1109/CAMA.2015.7428123,whole microwave system modeling brain imaging ieee conference antenna measurement application cama institute electrical electronics engineer ieee
10.1007/s11724-016-0479-7,douleur canaux ioniques mise jour importante encore majeure douleur analgesie springer science business medium llc
10.1109/EUSIPCO.2016.7760640,fast robust detection known pattern image th european signal processing conference eusipco institute electrical electronics engineer ieee
10.1109/CAMA.2015.7428122,millimeter wave imaging foreign object debris fod based two dimensional approach ieee conference antenna measurement application cama institute electrical electronics engineer ieee
10.1007/s11724-016-0478-8,canaux sodiques canalopathies douleurs neuropathiques epilepsy migraine douleur analgesie springer science business medium llc
10.1109/EUSIPCO.2016.7760578,efficient image retrieval method dithered based quantization scheme th european signal processing conference eusipco institute electrical electronics engineer ieee
10.1214/15-BJPS294,note asymptotic law histogram without continuity assumption brazilian probability statistic institute mathematical statistic
10.1109/ICIP.2016.7532918,human action recognition based d skeleton part based pose estimation temporal multi resolution analysis ieee international conference image processing icip institute electrical electronics engineer ieee
10.1109/EUSIPCO.2016.7760495,distributed multi frequency image reconstruction radio interferometry th european signal processing conference eusipco institute electrical electronics engineer ieee
10.1039/9781782623953-00042,chapter superoleophobic material non wettable surface royal society chemistry rsc
10.1007/s11724-016-0483-y,acid sensing ion channel canaux ioniques sensibles ph lipide douleur douleur analgesie springer science business medium llc
10.3847/2041-8213/833/1/L13,distant mirror solar oscillation observed neptune kepler k mission astrophysical american astronomical society
10.3847/2041-8205/833/1/L1,rate binary black hole merger inferred advanced ligo observation surrounding gw astrophysical american astronomical society
10.1103/PhysRevLett.117.248001,large scale pattern minimal cognitive flocking model incidental leader nematic pattern aggregate physical letter american physical society aps
10.1364/OE.24.028731,high quality photonic entanglement wavelength multiplexed quantum communication based silicon chip optic express optical society
10.1137/16M1065306,particle interacting vibrating medium existence solution convergence vlasov poisson system siam mathematical analysis society industrial applied mathematics siam
10.1137/15M102887X,nonlinear preconditioning use nonlinear schwarz method precondition newton method siam scientific computing society industrial applied mathematics siam
10.1103/PhysRevX.6.041015,binary black hole merger first advanced ligo observing run physical x american physical society aps
10.3847/1538-4357/833/2/257,solar atmospheric magnetic energy coupling broad plasma condition spectrum regime astrophysical american astronomical society
10.17323/1609-4514-2016-16-4-675-689,affine connection complex manifold algebraic dimension zero moscow mathematical national research university higher school economics hse
10.25088/ComplexSystems.25.3.169,segregation landscape new view schelling segregation space complex system wolfram research inc
10.3233/JAD-160953,localization processing amyloid b protein precursor mitochondrion associated membrane alzheimer disease io press
10.1016/S1169-8330(16)30238-1,fonction proteine recql tissu osseux revue rhumatisme elsevier bv
10.1002/2016JB013123,velocity structure southern haiti local earthquake tomography geophysical research solid earth wiley
10.1123/ijspp.2015-0580,improvement sprint triathlon performance trained athlete positive swim pacing international sport physiology performance human kinetics
10.1109/IGARSS.2016.7729925,optimal transport data fusion remote sensing ieee international geoscience remote sensing symposium igarss institute electrical electronics engineer ieee
10.4007/annals.2017.185.1.1,cyclic surface hitchin component rank annals mathematics annals mathematics
10.1103/PhysRevX.6.041036,coherent structure extreme event rotating multiphase turbulent flow physical x american physical society aps
10.1109/IGARSS.2016.7730826,robust nonlinear unmixing hyperspectral image linear mixture nonlinear fluctuation model ieee international geoscience remote sensing symposium igarss institute electrical electronics engineer ieee
10.1016/j.prps.2016.11.001,atelier therapeutiques variation ludiques theme l objet mediation pratiques psychologiques elsevier bv
10.1113/EP085895,limitation fatigue performance exercise brain muscle interaction experimental physiology wiley
10.1128/mBio.01440-16,exogenous activation invariant natural killer cell galactosylceramide reduces pneumococcal outgrowth dissemination postinfluenza mbio american society microbiology
10.1364/JOSAB.33.001888,diffusive quasi ballistic random laser incoherent coherent model optical society america b optical society
10.12688/F1000RESEARCH.8964.1,riboprofiling bioconductor package standard ribo seq pipeline processing f research f research ltd
10.1051/0004-6361/201628951,vimos public extragalactic redshift survey viper astronomy astrophysics edp science
10.1109/IMCET.2016.7777423,neural network architecture breast cancer detection classification ieee international multidisciplinary conference engineering technology imcet institute electrical electronics engineer ieee
10.1103/PhysRevA.94.063854,electrical addressing temporal tweezing localized pulse passively mode locked semiconductor laser physical american physical society aps
10.1109/CDC.2016.7798991,output regulation special euclidean group ieee th conference decision control cdc institute electrical electronics engineer ieee
10.1109/MEMCOD.2016.7797760,formal approach mapping task heterogenous multicore energy aware architecture acm ieee international conference formal method model system design memocode institute electrical electronics engineer ieee
10.1109/MCSoC.2016.14,going beyond mean median program performance ieee th international symposium embedded multicore many core system chip mcsoc institute electrical electronics engineer ieee
10.1109/RADIO.2016.7771999,design compact integrated diode pifa rectennas energy harvesting application ieee radio antenna day indian ocean radio institute electrical electronics engineer ieee
10.1142/S0218127416300391,hidden bifurcation multispiral chua attractor international bifurcation chaos world scientific pub co pte ltd
10.1109/CDC.2016.7798565,riccati observer position velocity bias estimation direction measurement ieee th conference decision control cdc institute electrical electronics engineer ieee
10.1103/PhysRevB.95.035413,transport gap engineering contact geometry graphene nanoribbons experimental theoretical study artificial material physical b american physical society aps
10.1109/FOCS.2016.79,determine random graph fixed degree sequence giant component ieee th annual symposium foundation computer science focs institute electrical electronics engineer ieee
10.3847/2041-8213/834/2/L12,first scattered light image gas rich debris disk around ceti astrophysical american astronomical society
10.1109/CloudNet.2016.51,container based service chaining performance perspective th ieee international conference cloud networking cloudnet institute electrical electronics engineer ieee
10.1109/RADIO.2016.7772028,tlm numerical thermal dosimetry realistic environnement ieee radio antenna day indian ocean radio institute electrical electronics engineer ieee
10.1097/PHM.0000000000000705,short term neuromuscular electrical stimulation training tibialis anterior improve strength motor function facioscapulohumeral muscular dystrophy patient american physical medicine rehabilitation ovid technology wolters kluwer health
10.1042/BST20150265,new molecular mechanism inter organelle lipid transport biochemical society transaction portland press ltd
10.1103/PhysRevLett.117.275701,kibble zurek mechanism self organization cold atomic cloud physical letter american physical society aps
10.1109/TEMC.2016.2617322,energy localization effect within reverberation chamber reduction chaotic geometry ieee transaction electromagnetic compatibility institute electrical electronics engineer ieee
10.1109/CCI.2016.7778890,http adaptive streaming access router management user network perspective first ieee international conference computer communication internet iccci institute electrical electronics engineer ieee
10.1364/OL.41.005817,coherently combined master oscillator fiber power amplifier advanced virgo optic letter optical society
10.1158/2159-8290.CD-15-0675,triggering tcr developmental checkpoint activates therapeutically targetable tumor suppressive pathway cell leukemia cancer discovery american association cancer research aacr
10.1142/S021819401640009X,using closed pattern solve consensus clustering problem international software engineering knowledge engineering world scientific pub co pte ltd
10.1109/ITC-28.2016.147,testing traffic differentiation chkdiff downstream case th international teletraffic congress itc institute electrical electronics engineer ieee
10.1088/1361-648X/aa57d5,excitonic complex gan al ga quantum dot physic condensed matter iop publishing
10.1017/RDC.2015.3,historical reconstruction submarine earthquake using pb c am turbidite chronology radiocarbon reservoir age estimation east taiwan radiocarbon cambridge university press cup
10.1109/UIC-ATC-ScalCom-CBDCom-IoP-SmartWorld.2016.0156,opportunistic composition human computer interaction ambiant space intl ieee conference ubiquitous intelligence computing advanced trusted computing scalable computing communication cloud big data computing internet people smart world congress uic atc scalcom cbdcom iop smartworld institute electrical electronics engineer ieee
10.1017/S105383721600105X,modern structural economic dynamic short long run history economic thought cambridge university press cup
10.1017/S1053837216001048,business cycle growth economic policy schumpeter great depression history economic thought cambridge university press cup
10.1109/ACOMP.2016.022,toward global power manager energy harvesting wireless sensor network international conference advanced computing application acomp institute electrical electronics engineer ieee
10.1002/2016TC004156,seismic cycle long term deformation linking seismic coupling quaternary coastal geomorphology along andean megathrust tectonics wiley
10.1017/S1053837216001061,combining short run long run analysis historical perspective history economic thought cambridge university press cup
10.1109/CAMA.2016.7815739,antenna measurement using cylindrical coefficient mode cmcs non anechoic environnement ieee conference antenna measurement application cama institute electrical electronics engineer ieee
10.1103/PhysRevB.95.054419,impurity near antiferromagnetic singlet quantum critical point physical b american physical society aps
10.1074/jbc.M116.763946,dissecting process activation cancer promoting zinc requiring ectoenzymes zinc metalation mediated znt transporter biological chemistry american society biochemistry molecular biology asbmb
10.1364/OPTICA.4.000139,recent advance planar optic plasmonic dielectric metasurfaces optica optical society
10.1109/CAMA.2016.7815757,compact modeling uwb antenna radiation pattern ttw context ieee conference antenna measurement application cama institute electrical electronics engineer ieee
10.1103/PhysRevE.95.012214,refractory period excitable semiconductor laser optical injection physical e american physical society aps
10.4208/cicp.OA-2016-0030,hermite type spline space rectangular mesh complex topological structure communication computational physic global science press
10.1109/CAMA.2016.7815736,cpw uniplanar monobloc balanced way power divider wearable antenna ieee conference antenna measurement application cama institute electrical electronics engineer ieee
10.5038/1827-806X.46.1.2001,bat urea derived mineral arid environment first identification allantoin c h n o kahf kharrat najem cave united arab emirate international speleology university south florida library
10.1109/TPAMI.2016.2557797,link l pca ica ieee transaction pattern analysis machine intelligence institute electrical electronics engineer ieee
10.1103/PhysRevE.95.022111,collisional relaxation inhomogeneous hamiltonian mean field model diffusion coefficient physical e american physical society aps
10.1134/S1810232817010076,mixed convection conducting third grade fluid past oscillating porous plate engineering thermophysics pleiades publishing ltd
10.1109/DASIP.2016.7853818,generation schedule table multi core system autosar application conference design architecture signal image processing dasip institute electrical electronics engineer ieee
10.1097/MED.0000000000000335,androgen athletic performance elite female athlete current opinion endocrinology amp diabetes obesity ovid technology wolters kluwer health
10.1103/PhysRevA.95.023841,spatiotemporal extreme event laser saturable absorber physical american physical society aps
10.1113/JP273309,hypoxia cellular metabolism tumour pathophysiology physiology wiley
10.1109/TSP.2017.2652391,study periodograms standardized using training datasets application exoplanet detection ieee transaction signal processing institute electrical electronics engineer ieee
10.1002/2016JE005199,testing axial dipole hypothesis moon modeling direction crustal magnetization geophysical research planet wiley
10.1137/16M1093239,full waveform inversion truncated newton method siam society industrial applied mathematics siam
10.1123/IJSPP.2015-0484,validity simple method measuring force velocity power profile countermovement jump international sport physiology performance human kinetics
10.1002/9781119329695.ch7,metabolomic contribution chemical ecology chemical ecology wiley
10.1249/MSS.0000000000001241,multifactorial criterion based progressive algorithm hamstring injury treatment medicine amp science sport amp exercise ovid technology wolters kluwer health
10.1109/DASIP.2016.7853828,fpga based bio inspired architecture multi scale attentional vision conference design architecture signal image processing dasip institute electrical electronics engineer ieee
10.1016/S0013-7006(17)30050-7,comment praticien doit interpreter resultats un essai clinique encephale elsevier bv
10.3847/1538-4357/aa76dd,muscle treasury survey iv scaling relation ultraviolet ca ii k energetic particle flux dwarf astrophysical american astronomical society
10.1016/S0013-7006(17)30048-9,quels patient inclure quelles echelles utiliser essai clinique etude qualitatives perspective encephale elsevier bv
10.1016/S1470-2045(17)30421-7,nivolumab versus standard single agent therapy investigator choice recurrent metastatic squamous cell carcinoma head neck checkmate health related quality life result randomised phase trial lancet oncology elsevier bv
10.1109/ISBI.2017.7950624,solving inclination sign ambiguity three dimensional polarized light imaging pde based method ieee th international symposium biomedical imaging isbi institute electrical electronics engineer ieee
10.1016/S0013-7006(17)30052-0,comment evaluer l effet curatif preventif psychotropes encephale elsevier bv
10.1109/TMI.2017.2664042,comparative validation polyp detection method video colonoscopy result miccai endoscopic vision challenge ieee transaction medical imaging institute electrical electronics engineer ieee
10.1137/16M1083931,template estimation computational anatomy frechet mean top quotient space consistent siam imaging science society industrial applied mathematics siam
10.4018/978-1-5225-1913-3.ch059,excellent le organizational culture behavior igi global
10.1108/S1474-787120170000028007,individual performance measure effect experience preference financial non financial measure advance management accounting emerald
10.1109/ICCW.2017.7962827,orion orientation estimation using commodity wi fi ieee international conference communication workshop icc workshop institute electrical electronics engineer ieee
10.1109/TSP.2017.2721930,diffusion lm multitask problem local linear equality constraint ieee transaction signal processing institute electrical electronics engineer ieee
10.1097/DAD.0000000000000940,melanocyte pattern normal nail special reference nail bed melanocyte american dermatopathology ovid technology wolters kluwer health
10.1109/ISBI.2017.7950631,assessing feasibility estimating axon diameter using diffusion model machine learning ieee th international symposium biomedical imaging isbi institute electrical electronics engineer ieee
10.1016/S0140-6736(17)31590-8,french emergency medical service paris nice terrorist attack learnt lancet elsevier bv
10.1002/2017GL073629,effect differential rotation jupiter low degree even gravity moment geophysical research letter wiley
10.1109/JBHI.2015.2504126,penalized semialgebraic deflation ica algorithm efficient extraction interictal epileptic signal ieee biomedical health informatics institute electrical electronics engineer ieee
10.1097/MNM.0000000000000710,uptake pancreatic uncinate process in octreotide scintigraphy nuclear medicine communication ovid technology wolters kluwer health
10.1109/TMC.2016.2611507,adaptive optimal stochastic control delay tolerant network ieee transaction mobile computing institute electrical electronics engineer ieee
10.1302/0301-620X.99B7.BJJ-2017-0014,prediction pre morbid d anatomy proximal humerus based statistical shape modelling bone amp joint british editorial society bone joint surgery
10.4018/978-1-5225-2133-4.ch015,perceived quality intermediary relation image perceived value advance logistics operation management science igi global
10.5957/JOSR.61.2.160059,geometric modelling deformation shape optimization ship hull appendage ship research society naval architect marine engineer
10.1214/16-AAP1231,number potential winner bradley terry model random environment annals applied probability institute mathematical statistic
10.1249/MSS.0000000000001272,increased fatigue response augmented deceptive feedback cycling time trial medicine science sport exercise ovid technology wolters kluwer health
10.3847/2041-8213/aa65ca,metal enrichment lead low atmospheric ratio transiting giant exoplanets astrophysical american astronomical society
10.1364/OE.25.007273,study coronagraphic mask using evanescent wave optic express optical society
10.1201/b20466-93,behaviour mobility arsenic mexican hydrosystem impacted past mining activity arsenic research global sustainability informa uk limited
10.1109/ICSPCS.2016.7843355,wireless sensor network protocol property validation system simulation dedicated framework th international conference signal processing communication system icspcs institute electrical electronics engineer ieee
10.5978/islsm.17-OR-01,microhardness evaluation cad cam ceramic irradiated co sub sub nd yap laser laser therapy international phototherapy association
10.1109/GLOCOM.2016.7841604,analysis failure tolerance linear access network ieee global communication conference globecom institute electrical electronics engineer ieee
10.1109/ICITST.2016.7856660,key requirement design robust chaotic prng th international conference internet technology secured transaction icitst institute electrical electronics engineer ieee
10.1103/PhysRevLett.118.121102,directional limit persistent gravitational wave advanced ligo first observing run physical letter american physical society aps
10.1016/S1474-4422(17)30040-6,effect long term omega polyunsaturated fatty acid supplementation without multidomain intervention cognitive function elderly adult memory complaint mapt randomised placebo controlled trial lancet neurology elsevier bv
10.1214/15-AIHP716,strong existence uniqueness degenerate sde holder drift annales institut henri poincare probabilites statistiques institute mathematical statistic
10.3847/1538-3881/153/3/106,seed high contrast imaging survey exoplanets around young stellar object astronomical american astronomical society
10.4171/JNCG/11-1-8,homotopy operads infinity operads noncommutative geometry european mathematical society em publishing house gmbh
10.1103/PhysRevLett.118.121101,upper limit stochastic gravitational wave background advanced ligo first observing run physical letter american physical society aps
10.1158/0008-5472.CAN-16-3088,sunitinib stimulates expression vegfc tumor cell promotes lymphangiogenesis clear cell renal cell carcinoma cancer research american association cancer research aacr
10.1109/SII.2016.7843974,closed loop rgb slam multi contact control humanoid robot ieee sice international symposium system integration sii institute electrical electronics engineer ieee
10.1109/EuMC.2016.7824647,offset reflectarray fed printed source th european microwave conference eumc institute electrical electronics engineer ieee
10.1103/PhysRevC.95.024001,implication efimov physic description three four nucleon chiral effective field theory physical american physical society aps
10.1109/ICECS.2016.7841266,utbb fdsoi complementary logic high quality analog signal processing ieee international conference electronics circuit system icecs institute electrical electronics engineer ieee
10.1103/PhysRevB.95.121409,waveguide photonic limiter based topologically protected resonant mode physical b american physical society aps
10.1016/j.dam.2017.02.021,grid spanner low forwarding index energy efficient network discrete applied mathematics elsevier bv
10.1158/0008-5472.CAN-16-1949,polycomb mediated disruption androgen receptor feedback loop drive castration resistant prostate cancer cancer research american association cancer research aacr
10.1109/SIRF.2017.7874361,sub thz source integrated industrial silicon photonic technology targeting high data rate wireless application ieee th topical meeting silicon monolithic integrated circuit rf system sirf institute electrical electronics engineer ieee
10.2147/PRBM.S117456,empowering patient mental rehabilitation center low resource context moroccan experience case study psychology research behavior management informa uk limited
10.1109/LAWP.2016.2566922,compact modeling uwb antenna near field radiation using spherical vector wave expansion cauchy method ieee antenna wireless propagation letter institute electrical electronics engineer ieee
10.1017/S0022215117000858,olfactory disturbance ageing without dementia towards new diagnostic tool laryngology amp otology cambridge university press cup
10.1103/PhysRevA.95.041602,coherent forward scattering signature anderson metal insulator transition physical american physical society aps
10.1016/j.physe.2017.04.016,condensate oscillation penrose tiling lattice physica e low dimensional system nanostructures elsevier bv
10.1109/APSEC.2016.053,automated deployment data collection policy heterogeneous shared sensing infrastructure rd asia pacific software engineering conference apsec institute electrical electronics engineer ieee
10.1109/TAC.2016.2600158,local controllability two link magneto elastic micro swimmer ieee transaction automatic control institute electrical electronics engineer ieee
10.1103/PhysRevLett.118.151105,digging deeper observing primordial gravitational wave binary black hole produced stochastic background physical letter american physical society aps
10.1002/2016JB013623,earthquake source property shallow induced seismic sequence brazil geophysical research solid earth wiley
10.1103/PhysRevB.95.165131,haldane phase sawtooth lattice edge state entanglement spectrum flat band physical b american physical society aps
10.1109/JSSC.2017.2675907,ghz tx rx phased array fmcw radar transceiver antenna package ieee solid state circuit institute electrical electronics engineer ieee
10.1109/TIP.2017.2676344,band selection nonlinear unmixing hyperspectral image maximal clique problem ieee transaction image processing institute electrical electronics engineer ieee
10.1364/OL.42.001468,optical pump rejection filter based silicon sub wavelength engineered photonic structure optic letter optical society
10.3934/dcds.2017162,energy critical nls inverse square potential discrete continuous dynamical system american institute mathematical science aim
10.1103/PhysRevB.95.144501,phase diagram boson two dimensional optical lattice infinite range cavity mediated interaction physical b american physical society aps
10.1103/PhysRevA.95.043626,coherent backscattering forward scattering peak quantum kicked rotor physical american physical society aps
10.1109/TAP.2017.2670562,dual band g eyewear antenna sar implication ieee transaction antenna propagation institute electrical electronics engineer ieee
10.1109/TIT.2017.2679057,detecting suddenly arriving dynamic profile finite duration ieee transaction information theory institute electrical electronics engineer ieee
10.1002/9781119144977.ch9,statistical learning bcis brain computer interface wiley
10.1007/978-3-319-47779-4_6,adic galois function progress mathematics springer science business medium llc
10.1109/PCS.2016.7906309,retina inspired video codec picture coding symposium pc institute electrical electronics engineer ieee
10.4171/JEMS/701,besicovitch covering property homogeneous distance heisenberg group european mathematical society european mathematical society em publishing house gmbh
10.1103/PhysRevE.95.052204,splitting pinning depinning transition front long delayed bistable system physical e american physical society aps
10.1109/PRDC.2017.51,formal specification verification security guideline ieee nd pacific rim international symposium dependable computing prdc institute electrical electronics engineer ieee
10.3233/JIFS-169295,bayesian localization anomaly distributed network quadratic criterion intelligent amp fuzzy system io press
10.1002/2017TC004511,polyphased tectonic evolution anegada passage northern lesser antilles subduction zone tectonics wiley
10.1364/OPTICA.4.000400,high resolution hyperspectral imaging cascaded liquid crystal cell optica optical society
10.1364/ACOFT.2016.JT4A.4,characterization nonlinear response class b microlasers threshold region photonics fiber technology acoft bgpp np optical society
10.1109/LAWP.2016.2615568,realization flexible antenna using liquid metal additive printing technology ieee antenna wireless propagation letter institute electrical electronics engineer ieee
10.1002/2016JB013849,subducted oceanic relief lock shallow megathrust central ecuador geophysical research solid earth wiley
10.1364/NP.2016.NW3B.2,topological soliton addressable phase bit driven laser photonics fiber technology acoft bgpp np optical society
10.1364/JOSAA.34.000A37,spica stellar parameter image cophased array t visible combiner chara array optical society america optical society
10.1364/ACOFT.2016.JT4A.3,identification threshold mesoscale laser photonics fiber technology acoft bgpp np optical society
10.1364/NP.2016.NTh2B.7,excitability laser injected signal beyond pure phase dynamic model photonics fiber technology acoft bgpp np optical society
10.1364/NP.2016.NW3B.5,spatio temporal extreme event laser saturable absorber photonics fiber technology acoft bgpp np optical society
10.1364/NP.2016.NW3B.7,extreme event phase dynamic forced semiconductor ring laser photonics fiber technology acoft bgpp np optical society
10.1364/NP.2016.NW3B.4,stability chiral charge phase soliton photonics fiber technology acoft bgpp np optical society
10.1128/genomeA.00292-17,draft genome sequence mycobacterium boenickei cip genome announcement american society microbiology
10.4149/cai_2017_1_223,personalizing improving resource recommendation analyzing user preference social tagging activity computing informatics aepress r
10.1002/2017GL073160,comparing jupiter interior structure model juno gravity measurement role dilute core geophysical research letter wiley
10.23919/ROPACES.2017.7916296,numerical study family imex dgtd method d time domain maxwell equation international applied computational electromagnetics society symposium italy ace institute electrical electronics engineer ieee
10.4028/www.scientific.net/MSF.897.79,influence growth temperature site competition effect chemical vapor deposition h sic layer material science forum trans tech publication ltd
10.23919/EuCAP.2017.7928541,dosimetry hyperthermia computation human tissue presence em wave using tlm method th european conference antenna propagation eucap institute electrical electronics engineer ieee
10.23919/EuCAP.2017.7928688,d compact antenna using liquid metal additive technology th european conference antenna propagation eucap institute electrical electronics engineer ieee
10.1137/16M1060868,number fixed point disjoint cycle monotone boolean network siam discrete mathematics society industrial applied mathematics siam
10.1109/ICIST.2017.7926769,ontological approach organizing knowledge base share reuse business workflow template seventh international conference information science technology icist institute electrical electronics engineer ieee
10.23919/EuCAP.2017.7928120,experimental characterization dual linearly polarized transmitarray antenna x band th european conference antenna propagation eucap institute electrical electronics engineer ieee
10.1017/S0025315417000819,seawater warming northern reach southern specie gulf genoa nw mediterranean marine biological association united kingdom cambridge university press cup
10.4028/www.scientific.net/MSF.897.731,cvd growth graphene sic influence substrate offcut material science forum trans tech publication ltd
10.1103/PhysRevLett.118.193901,dispersive time delay dynamical system physical letter american physical society aps
10.1109/JURSE.2017.7924629,urban object classification spectral library feasibility application joint urban remote sensing event jurse institute electrical electronics engineer ieee
10.23919/EuCAP.2017.7928636,technique increase directivity reconfigurable array antenna wireless sensor network th european conference antenna propagation eucap institute electrical electronics engineer ieee
10.1103/PhysRevLett.118.221101,gw observation solar mass binary black hole coalescence redshift physical letter american physical society aps
10.1109/TRO.2017.2700010,inertial aided homography based visual servo control approach almost fully actuated autonomous underwater vehicle ieee transaction robotics institute electrical electronics engineer ieee
10.4074/S0003503316000348,processus automatiques activites physique benefiques sante l annee psychologique edition necplus
10.1172/JCI91291,comparative oncogenomics identifies tyrosine kinase fe tumor suppressor melanoma clinical investigation american society clinical investigation
10.23919/EuCAP.2017.7928718,reconfigurable beam dual polarized microstrip cross patch antenna th european conference antenna propagation eucap institute electrical electronics engineer ieee
10.1172/JCI88936,neonatal expression rna binding protein igf bp regulates human fetal adult megakaryocyte transition clinical investigation american society clinical investigation
10.1103/PhysRevD.95.082005,search continuous gravitational wave neutron star globular cluster ngc physical american physical society aps
10.1002/2017JA024050,efficiency coseismic ionospheric perturbation identifying crustal deformation pattern case study based sub w sub may nepal earthquake geophysical research space physic wiley
10.1103/PhysRevD.94.123015,dealing missing data microscope space mission adaptation inpainting handle colored noise data physical american physical society aps
10.1074/jbc.M116.743070,amyloid b production regulated b adrenergic signaling mediated post translational modification ryanodine receptor biological chemistry american society biochemistry molecular biology asbmb
10.1137/15M105207X,analysis generalized dispersive model coupled dgtd method application nanophotonics siam scientific computing society industrial applied mathematics siam
10.1137/120874448,treewidth related parameter random geometric graph siam discrete mathematics society industrial applied mathematics siam
10.1161/CIRCRESAHA.116.310262,human alternative macrophage populate calcified area atherosclerotic lesion display impaired rankl induced osteoclastic bone resorption activity circulation research ovid technology wolters kluwer health
10.1002/2016JB013891,toward robust workflow deep crustal imaging fwi ob data eastern nankai trough revisited geophysical research solid earth wiley
10.1364/OL.42.002639,freestanding dielectric nanohole array metasurface mid infrared wavelength application optic letter optical society
10.1681/ASN.2016010012,targeting eif a hypusination prevents anoxic cell death mitochondrial silencing improves kidney transplant outcome american society nephrology american society nephrology asn
10.1158/1078-0432.CCR-16-2304,mirna dnmt axis involved azacitidine resistance predicts survival higher risk myelodysplastic syndrome low blast count acute myeloid leukemia clinical cancer research american association cancer research aacr
10.1364/CLEO_AT.2017.JTh2A.89,phase matched second harmonic generation chip gan si microdisks conference laser electro optic optical society
10.1158/2159-8290.CD-16-0441,chemotherapy resistant human acute myeloid leukemia cell enriched leukemic stem cell require oxidative metabolism cancer discovery american association cancer research aacr
10.11613/BM.2017.034,insight glicentin promising peptide proglucagon family biochemia medica croatian society medical biochemistry laboratory medicine
10.1137/16M1074515,theoretical study multidimensional pressureless model unilateral constraint siam mathematical analysis society industrial applied mathematics siam
10.1002/2017GL073720,ground deformation eruption cotopaxi volcano detected insar geophysical research letter wiley
10.1016/j.neurenf.2017.06.002,clinique l enfant jeune endeuille ebauche mise mot suite attentats juillet neuropsychiatrie enfance adolescence elsevier bv
10.1103/PhysRevE.95.062611,separation two attractive ferromagnetic ellipsoidal particle hydrodynamic interaction alternating magnetic field physical e american physical society aps
